"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","229","TC-BLOG-CREATE-VAL-zeroValue: Admin create blog post invalid title (Zero)","","2026-08-24","passed","2026-08-24","📝 Content Management (Blogs, Pages, FAQs, Privacy Policy)","","",""
"","272","TC-NOTIF-CREATE-SEC-noSqlInjection2: Admin create notification SQLi/XSS (NoSQLi Greater Than)","","2026-08-24","passed","2026-08-24","🔔 Notifications","","",""
"","350","TC-NOTIF-03: Admin list campaign notifications","","2026-08-24","passed","2026-08-24","🔔 Notifications","","",""
"","365","TC-03: Should get pending orders","","2026-08-24","passed","2026-08-24","Admin - List Orders Tests","","",""
"","258","SALON_ORDERS-7-SEC-SQL: [Security] Mark artist as started work should handle SQL injection safely","","2026-08-24","passed","2026-08-24","Exhaustive Tests for salon_orders","","",""
"","315","WEB_ADMIN-123-BND-PAG: [Boundary] Get Sales Report should handle extreme pagination","","2026-08-24","passed","2026-08-24","Exhaustive Tests for web_admin","","",""
"","228","TC-SEC-SQL-FORGOT-02 SQL inject forgot-password phone: ""' OR 1=1--""","","2026-08-24","passed","2026-08-24","💉 SQL Injection Tests — All Key Input Points","","",""
"","812","CART_I-1-BND-PAG: [Boundary] Get current customer cart should handle extreme pagination","","2026-08-24","passed","2026-08-24","Exhaustive Tests for cart_i","","",""
"","219","TC-PROMO-CREATE-VAL-invalidPhone: Admin create promo invalid maxUses (Invalid Short Phone)","","2026-08-24","passed","2026-08-24","🎁 Offers, Packages & Promocodes","","",""
"","190","WEB_ADMIN-31-NEG-AUTH: [Negative/Auth] Create Permission Group should reject missing auth","","2026-08-24","passed","2026-08-24","Exhaustive Tests for web_admin","","",""
"","190","TC-10: Should fail cancel order without auth","","2026-08-24","passed","2026-08-24","Cancel & Restore Order Tests","","",""
"","211","TC-08: Should update user by ID","","2026-08-24","passed","2026-08-24","Admin - User CRUD Tests","","",""
"","191","WEB_ADMIN-88-NEG-AUTH: [Negative/Auth] Update app version for a platform should reject missing auth","","2026-08-24","passed","2026-08-24","Exhaustive Tests for web_admin","","",""
"","197","TC-RP-09 [SCHEMA] Error response has message","","2026-08-24","passed","2026-08-24","🔒 Reset Password — Tests","","",""
"","190","ADMIN_BLOGS-3-NEG-AUTH: [Negative/Auth] Get blog by id should reject missing auth","","2026-08-24","passed","2026-08-24","Exhaustive Tests for admin_blogs","","",""
"","189","TC-04: Should fail get salons without auth","","2026-08-24","passed","2026-08-24","Admin - List Salons Tests","","",""
"","813","TC-CART-28 [SECURITY] SQL inject in cart item ID path → not 500","","2026-08-24","passed","2026-08-24","🗑️ Cart — Delete & Restore Tests","","",""
"","873","OFFERS-1-SEC-SQL: [Security] List offers should handle SQL injection safely","","2026-08-24","passed","2026-08-24","Exhaustive Tests for offers","","",""
"","228","TC-BANKACCT-ADD-VAL-emptyStrings: User add bank account invalid IBAN (Empty String)","","2026-08-24","passed","2026-08-24","💰 Financial - Banks, Wallet & Cards","","",""
"","190","TC-CAT-13 [NEGATIVE] Invalid token on admin categories → 401","","2026-08-24","passed","2026-08-24","❌ Admin Categories — Negative Tests","","",""
"","245","WEB_SALON-21-BND-PAG: [Boundary] Get package details should handle extreme pagination","","2026-08-24","passed","2026-08-24","Exhaustive Tests for web_salon","","",""
"","193","TC-01: Should check app version with valid headers","","2026-08-24","passed","2026-08-24","Version Check API Tests","","",""
"","950","BALANCE-1-SEC-SQL: [Security] Get wallet balance and top-up history should handle SQL injection safely","","2026-08-24","passed","2026-08-24","Exhaustive Tests for balance","","",""
"","214","TC-BANKACCT-02: User add bank account","","2026-08-24","passed","2026-08-24","💰 Financial - Banks, Wallet & Cards","","",""
"","258","TC-SEC-SQL-LOGIN-07 SQL inject admin login email: ""' OR 'x'='x""","","2026-08-24","passed","2026-08-24","💉 SQL Injection Tests — All Key Input Points","","",""
"","188","TC-UL-04 [NEGATIVE] Empty body → not 200","","2026-08-24","passed","2026-08-24","📱 User Mobile Login — Full Tests","","",""
"","822","TC-12: Should show single package","","2026-08-24","passed","2026-08-24","Packages API Tests (Authenticated)","","",""
"","333","WEB_ADMIN-122-BND-PAG: [Boundary] Get Today Operations Statistics should handle extreme pagination","","2026-08-24","passed","2026-08-24","Exhaustive Tests for web_admin","","",""
"","231","TC-CAT-03: Admin get category by ID","","2026-08-24","passed","2026-08-24","🗂️ Categories, Type Services & Services","","",""
"","3","TC-05: Should delete advertisement","","2026-08-24","passed","2026-08-24","Admin - Advertisements Tests","","",""
"","234","TC-PAG-02 [VALID] /api/v1/web/admin/categories page=2 → 200","","2026-08-24","passed","2026-08-24","📄 Pagination Tests — Admin Endpoints","","",""
"","228","TC-09: Should delete contact us message","","2026-08-24","passed","2026-08-24","Admin Contact Us Tests","","",""
"","226","TC-22: Should create new type-service","","2026-08-24","passed","2026-08-24","Admin - Type Services Tests","","",""
"","302","TC-SRH-SEC-SQL-03 [SECURITY] SQL injection in search: ""'; DROP TABLE users;--""","","2026-08-24","passed","2026-08-24","🔍 Search & Filter Tests","","",""
"","191","WEB_ADMIN-91-NEG-AUTH: [Negative/Auth] Get app version usage statistics should reject missing auth","","2026-08-24","passed","2026-08-24","Exhaustive Tests for web_admin","","",""
"","188","TC-RV-SC-03 GET protected endpoint without token → 401","","2026-08-24","passed","2026-08-24","📋 Status Code Validation","","",""
"","193","WEB_ADMIN-37-POS-PERF: [Positive/Perf] List Doctors should respond under 2000ms","","2026-08-24","passed","2026-08-24","Exhaustive Tests for web_admin","","",""
"","365","WEB_ADMIN-108-BND-PAG: [Boundary] List Role User Permissions should handle extreme pagination","","2026-08-24","passed","2026-08-24","Exhaustive Tests for web_admin","","",""
"","252","TC-SS-SEC-XSS-1 [SECURITY] XSS in service name: ""<script>alert(""XSS"")""","","2026-08-24","passed","2026-08-24","💇 Salon Services — Tests","","",""
"","189","TC-SETTINGS-RBAC-01: Admin settings with Missing Header → 401/403","","2026-08-24","passed","2026-08-24","🛠️ Admin / Settings","","",""
"","876","BALANCE_NEW-1-POS-PERF: [Positive/Perf] Initiate wallet top-up via Tap (card or Apple Pay source) should respond under 2000ms","","2026-08-24","passed","2026-08-24","Exhaustive Tests for balance_new","","",""
"","235","TC-BANKACCT-ADD-VAL-negativeNumber: User add bank account invalid IBAN (Negative Number)","","2026-08-24","passed","2026-08-24","💰 Financial - Banks, Wallet & Cards","","",""
"","229","WEB_ADMIN-69-POS-PERF: [Positive/Perf] Create service type should respond under 2000ms","","2026-08-24","passed","2026-08-24","Exhaustive Tests for web_admin","","",""
"","267","TC-UP-12 [POSITIVE] Register with valid PNG avatar → not 500","","2026-08-24","passed","2026-08-24","👤 Registration — Avatar Upload Tests","","",""
"","210","TC-REG-AUTH-01: [Auth] Public endpoint does not require auth token","","2026-08-24","passed","2026-08-24","Exhaustive Registration Tests","","",""
"","246","TC-ADMIN-USER-SEARCH-SEC-noSqlInjection1: Admin search users SQLi/XSS (NoSQLi Not Equal)","","2026-08-24","passed","2026-08-24","👤 Users - Profile & Admin Management","","",""
"","555","TC-L-RV-05 [CONTENT-TYPE] Response is JSON","","2026-08-24","passed","2026-08-24","📊 Admin Login — Response Validation","","",""
"","226","WEB_ADMIN-105-SEC-SQL: [Security] Get Role Edit Data should handle SQL injection safely","","2026-08-24","passed","2026-08-24","Exhaustive Tests for web_admin","","",""
"","188","TC-CAT-RBAC-01: Admin list categories with Invalid Token → 401/403","","2026-08-24","passed","2026-08-24","🗂️ Categories, Type Services & Services","","",""
"","192","TC-SEC-SQL-LOGIN-08 SQL inject admin login email: """" OR """"=""""","","2026-08-24","passed","2026-08-24","💉 SQL Injection Tests — All Key Input Points","","",""
"","218","TC-CAT-CREATE-SEC-noSqlInjection1: Admin create category with SQLi/XSS (NoSQLi Not Equal)","","2026-08-24","passed","2026-08-24","🗂️ Categories, Type Services & Services","","",""
"","2031","TC-SALON-PUB-SEARCH-SEC-sqlInjection1: Guest search salons SQLi/XSS (SQLi Boolean Base)","","2026-08-24","passed","2026-08-24","💇 Salons","","",""
"","276","TC-SS-12 [POSITIVE] Restore service → not 500","","2026-08-24","passed","2026-08-24","💇 Salon Services — Tests","","",""
"","847","SERVICES-1-POS-PERF: [Positive/Perf] List services should respond under 2000ms","","2026-08-24","passed","2026-08-24","Exhaustive Tests for services","","",""
"","834","TC-03: Should get orders with status filter","","2026-08-24","passed","2026-08-24","List User Orders Tests","","",""
"","269","SALON_ORDERS-6-SEC-SQL: [Security] Mark artist as in way should handle SQL injection safely","","2026-08-24","passed","2026-08-24","Exhaustive Tests for salon_orders","","",""
"","233","WEB_ADMIN-32-SEC-SQL: [Security] Get Group Details should handle SQL injection safely","","2026-08-24","passed","2026-08-24","Exhaustive Tests for web_admin","","",""
"","232","TC-SETTINGS-RBAC-02: Normal user access admin settings → 403","","2026-08-24","passed","2026-08-24","🛠️ Admin / Settings","","",""
"","191","TC-MP-02 [POSITIVE] PATCH mail provider → not 500","","2026-08-24","passed","2026-08-24","📧 Admin Mail Provider Settings — Tests","","",""
"","214","TC-PAYOUT-STATUS-SEC-htmlInjection: Admin payouts SQLi/XSS in status (HTML Injection)","","2026-08-24","passed","2026-08-24","💸 Payouts, Commissions & File Management","","",""
"","1234","TC-VC-SEC-BF [SECURITY] Brute force 5 wrong codes — no 500, server stable","","2026-08-24","passed","2026-08-24","🛡️ Verify Code — Security Tests","","",""
"","216","TC-ADMIN-RBAC-02: Normal user access admin route → 403","","2026-08-24","passed","2026-08-24","👤 Users - Profile & Admin Management","","",""
"","192","TC-17: Should fail promo codes without auth","","2026-08-24","passed","2026-08-24","Admin - Promo Codes Tests","","",""
"","570","TC-SEC-SQL-LOGINPW-07 SQL inject admin login password: ""' OR 'x'='x""","","2026-08-24","passed","2026-08-24","💉 SQL Injection Tests — All Key Input Points","","",""
"","231","WEB_ADMIN-28-BND-PAG: [Boundary] Get Rejected Orders Statics should handle extreme pagination","","2026-08-24","passed","2026-08-24","Exhaustive Tests for web_admin","","",""
"","191","CART_ADD_PROMO-1-NEG-AUTH: [Negative/Auth] Apply promo code to cart should reject missing auth","","2026-08-24","passed","2026-08-24","Exhaustive Tests for cart_add_promo","","",""
"","273","WEB_SALON-25-POS-PERF: [Positive/Perf] Restore a deleted package should respond under 2000ms","","2026-08-24","passed","2026-08-24","Exhaustive Tests for web_salon","","",""
"","196","LOCATIONS_DISTRICTS-1-POS-PERF: [Positive/Perf] Get districts should respond under 2000ms","","2026-08-24","passed","2026-08-24","Exhaustive Tests for locations_districts","","",""
"","192","WEB_ADMIN-19-NEG-AUTH: [Negative/Auth] Delete Admin should reject missing auth","","2026-08-24","passed","2026-08-24","Exhaustive Tests for web_admin","","",""
"","200","TC-RBAC-UA-Admin settings → 401/403 with user token","","2026-08-24","passed","2026-08-24","🚫 User Token → Admin Endpoints (Must be Denied)","","",""
"","248","TC-NOTIF-CREATE-SEC-sqlInjection2: Admin create notification SQLi/XSS (SQLi Comment)","","2026-08-24","passed","2026-08-24","🔔 Notifications","","",""
"","202","TC-VC-SEC-SQL-04 [SECURITY] SQL inject phone: ""' UNION SELECT username,p""","","2026-08-24","passed","2026-08-24","🛡️ Verify Code — Security Tests","","",""
"","189","TC-03: Should fail home without auth or return public home","","2026-08-24","passed","2026-08-24","Authenticated Home API Tests","","",""
"","871","TC-CART-33 [INVALID] Invalid scheduled_date format → not 500","","2026-08-24","passed","2026-08-24","💳 Cart — Payment & Checkout Tests","","",""
"","189","TC-WALLET-02: Admin reject wallet balance","","2026-08-24","passed","2026-08-24","Admin Wallet & Commissions Tests","","",""
"","192","WEB_SALON-3-NEG-AUTH: [Negative/Auth] Get categories list should reject missing auth","","2026-08-24","passed","2026-08-24","Exhaustive Tests for web_salon","","",""
"","189","TC-RC-03 [NEGATIVE] Missing phone → not 200","","2026-08-24","passed","2026-08-24","📤 Resend Code — Full Tests","","",""
"","190","TC-19: Should get list of packages (guest)","","2026-08-24","passed","2026-08-24","Guest Packages API Tests","","",""
"","248","TC-USER-UPDATE-VAL-invalidEmail: Update profile firstName (Invalid Email Format)","","2026-08-24","passed","2026-08-24","👤 Users - Profile & Admin Management","","",""
"","261","TC-SRH-SEC-SQL-04 [SECURITY] SQL injection in search: ""' UNION SELECT username,p""","","2026-08-24","passed","2026-08-24","🔍 Search & Filter Tests","","",""
"","190","TC-UP-06 [NEGATIVE] No auth for file upload → 401","","2026-08-24","passed","2026-08-24","📤 Salon Profile — File Upload Tests","","",""
"","190","TC-SALON-PUB-01: Guest list salons","","2026-08-24","passed","2026-08-24","💇 Salons","","",""
"","781","TC-18: Should get pages list","","2026-08-24","passed","2026-08-24","Admin - Pages Tests","","",""
"","233","TC-ADDR-CREATE-VAL-booleanTrue: User create address missing/invalid Lat (Boolean True (wrong type))","","2026-08-24","passed","2026-08-24","📦 Orders, Addresses & Disputes","","",""
"","227","WEB_ADMIN-57-POS-PERF: [Positive/Perf] Restore a deleted order should respond under 2000ms","","2026-08-24","passed","2026-08-24","Exhaustive Tests for web_admin","","",""
"","675","TC-ARCH-01: [Rate Limit] Should gracefully handle rapid consecutive requests","","2026-08-24","passed","2026-08-24","Advanced Architectural Tests (Controlled)","","",""
"","229","TC-PAGE-CREATE-SEC-xssImg: Admin create page SQLi/XSS (XSS Image Error)","","2026-08-24","passed","2026-08-24","📝 Content Management (Blogs, Pages, FAQs, Privacy Policy)","","",""
"","233","WEB_ADMIN-26-BND-PAG: [Boundary] Get User Statics should handle extreme pagination","","2026-08-24","passed","2026-08-24","Exhaustive Tests for web_admin","","",""
"","210","WEB_ADMIN-51-NEG-AUTH: [Negative/Auth] List all orders should reject missing auth","","2026-08-24","passed","2026-08-24","Exhaustive Tests for web_admin","","",""
"","492","TC-SRH-12 [INVALID] Filter with reversed date range (from > to) → not 500","","2026-08-24","passed","2026-08-24","🔍 Search & Filter Tests","","",""
"","191","TC-13: Should restore deleted order","","2026-08-24","passed","2026-08-24","Admin - Order Status Actions Tests","","",""
"","193","WEB_ADMIN-27-NEG-AUTH: [Negative/Auth] Get Completed Orders Statics should reject missing auth","","2026-08-24","passed","2026-08-24","Exhaustive Tests for web_admin","","",""
"","313","ADMIN_PAGES-1-POS-PERF: [Positive/Perf] Get all pages should respond under 2000ms","","2026-08-24","passed","2026-08-24","Exhaustive Tests for admin_pages","","",""
"","329","TC-SEC-SDE-04 Admin settings response does NOT expose raw API keys/secrets","","2026-08-24","passed","2026-08-24","🔒 Sensitive Data Exposure Tests","","",""
"","226","ADMIN_PROMOCODES-6-SEC-SQL: [Security] Delete a promocode should handle SQL injection safely","","2026-08-24","passed","2026-08-24","Exhaustive Tests for admin_promocodes","","",""
"","188","TC-SEC-SDE-05 Error responses do NOT reveal stack traces or internal paths","","2026-08-24","passed","2026-08-24","🔒 Sensitive Data Exposure Tests","","",""
"","332","TC-03: Should get salons with search filter","","2026-08-24","passed","2026-08-24","Admin - List Salons Tests","","",""
"","368","TC-SALON-UPDATE-VAL-undefinedValue: Admin update salon invalid fname (Undefined Value)","","2026-08-24","passed","2026-08-24","💇 Salons","","",""
"","883","SALONS-2-BND-PAG: [Boundary] Get salon details should handle extreme pagination","","2026-08-24","passed","2026-08-24","Exhaustive Tests for salons","","",""
"","190","ADDRESS_RESTORE-1-NEG-AUTH: [Negative/Auth] Restore a deleted address should reject missing auth","","2026-08-24","passed","2026-08-24","Exhaustive Tests for address_restore","","",""
"","191","TC-GUEST-CART-12 [NEGATIVE] Complete order without session → not 500","","2026-08-24","passed","2026-08-24","💳 Guest Cart — Payment & Checkout Tests","","",""
"","259","WEB_ADMIN-46-SEC-SQL: [Security] Restore a deleted salon should handle SQL injection safely","","2026-08-24","passed","2026-08-24","Exhaustive Tests for web_admin","","",""
"","234","TC-VIP-VAL-invalidEmail: Admin create VIP config with invalid name (Invalid Email Format)","","2026-08-24","passed","2026-08-24","👤 Users - Profile & Admin Management","","",""
"","256","WEB_ADMIN-38-SEC-SQL: [Security] List all salons (company & freelancer) paginated should handle SQL injection safely","","2026-08-24","passed","2026-08-24","Exhaustive Tests for web_admin","","",""
"","841","TC-CART-12 [BOUNDARY] non-existent service_id=999999 → not 500","","2026-08-24","passed","2026-08-24","➕ Cart — Add Item Tests","","",""
"","194","TC-VC-SEC-SQLC-01 [SECURITY] SQL inject code: ""' OR '1'='1""","","2026-08-24","passed","2026-08-24","🛡️ Verify Code — Security Tests","","",""
"","249","TC-SRH-SEC-XSS-02 [SECURITY] XSS in search: """"><script>alert(1)</scrip""","","2026-08-24","passed","2026-08-24","🔍 Search & Filter Tests","","",""
"","313","TC-PAG-01 [VALID] /api/v1/web/admin/orders page=1&limit=5 → 200","","2026-08-24","passed","2026-08-24","📄 Pagination Tests — Admin Endpoints","","",""
"","807","TC-CART-19 [POSITIVE] Available times valid salon + date → not 500","","2026-08-24","passed","2026-08-24","📅 Cart — Available Times & Closed Days","","",""
"","230","TC-07: Should return 404 for non-existent order","","2026-08-24","passed","2026-08-24","Salon Order Detail Tests","","",""
"","262","TC-SALON-SEARCH-SEC-sqlInjection3: Admin search salons SQLi/XSS (SQLi Dropper)","","2026-08-24","passed","2026-08-24","💇 Salons","","",""
"","913","TC-PROF-SEC-01: [Security] SQL Injection in Profile Update","","2026-08-24","passed","2026-08-24","Exhaustive Profile Tests","","",""
"","231","TC-15: Should get sales by categories","","2026-08-24","passed","2026-08-24","Admin - Sales Reports Tests","","",""
"","191","TC-AS-06 [SECURITY] SQL inject in settings value → not 500","","2026-08-24","passed","2026-08-24","⚙️ Admin General Settings — Tests","","",""
"","453","TC-07: Should get services by category","","2026-08-24","passed","2026-08-24","Web Salon Services Tests","","",""
"","229","TC-BLOG-RBAC-01: Admin list blogs with Missing Header → 401/403","","2026-08-24","passed","2026-08-24","📝 Content Management (Blogs, Pages, FAQs, Privacy Policy)","","",""
"","190","TC-18: Should fail VIP operations without auth","","2026-08-24","passed","2026-08-24","Admin - VIP Management Tests","","",""
"","294","WEB_ADMIN-22-BND-PAG: [Boundary] Get Dashboard Overview should handle extreme pagination","","2026-08-24","passed","2026-08-24","Exhaustive Tests for web_admin","","",""
"","314","TC-SALON-UPDATE-VAL-booleanTrue: Admin update salon invalid fname (Boolean True (wrong type))","","2026-08-24","passed","2026-08-24","💇 Salons","","",""
"","927","TC-09: Should add new bank account","","2026-08-24","passed","2026-08-24","Banks API Tests","","",""
"","915","ORDERS_RESTORE-1-SEC-SQL: [Security] Restore a cancelled order should handle SQL injection safely","","2026-08-24","passed","2026-08-24","Exhaustive Tests for orders_restore","","",""
"","243","TC-BANKACCT-ADD-VAL-invalidEmail: User add bank account invalid IBAN (Invalid Email Format)","","2026-08-24","passed","2026-08-24","💰 Financial - Banks, Wallet & Cards","","",""
"","196","TC-TRANS-01: Get mobile translations (EN)","","2026-08-24","passed","2026-08-24","🌐 Translations","","",""
"","195","TC-SL-03 [NEGATIVE] Non-existent salon email → not 200","","2026-08-24","passed","2026-08-24","💇 Salon Login — Tests","","",""
"","333","TC-SRH-05 [EDGE] Empty search string → 200 (all results)","","2026-08-24","passed","2026-08-24","🔍 Search & Filter Tests","","",""
"","331","TC-15: Should get salon packages list","","2026-08-24","passed","2026-08-24","Web Salon Packages Tests","","",""
"","815","HOME-1-BND-PAG: [Boundary] Customer Home API should handle extreme pagination","","2026-08-24","passed","2026-08-24","Exhaustive Tests for home","","",""
"","203","SERVICES-1-NEG-AUTH: [Negative/Auth] List services should reject missing auth","","2026-08-24","passed","2026-08-24","Exhaustive Tests for services","","",""
"","191","TC-07: Should get list of states","","2026-08-24","passed","2026-08-24","States API Tests","","",""
"","272","WEB_ADMIN-91-BND-PAG: [Boundary] Get app version usage statistics should handle extreme pagination","","2026-08-24","passed","2026-08-24","Exhaustive Tests for web_admin","","",""
"","227","TC-ADDR-CREATE-SEC-sqlInjection1: User create address SQLi/XSS (SQLi Boolean Base)","","2026-08-24","passed","2026-08-24","📦 Orders, Addresses & Disputes","","",""
"","191","TAP_BALANCE-1-POS-PERF: [Positive/Perf] Tap wallet balance top-up callback should respond under 2000ms","","2026-08-24","passed","2026-08-24","Exhaustive Tests for tap_balance","","",""
"","211","TC-BLOG-CREATE-VAL-invalidPhone: Admin create blog post invalid title (Invalid Short Phone)","","2026-08-24","passed","2026-08-24","📝 Content Management (Blogs, Pages, FAQs, Privacy Policy)","","",""
"","232","WEB_ADMIN-41-SEC-SQL: [Security] Update a salon should handle SQL injection safely","","2026-08-24","passed","2026-08-24","Exhaustive Tests for web_admin","","",""
"","190","ADMIN_PACKAGE-ADVERTISEMENTS-3-NEG-AUTH: [Negative/Auth] Get package advertisement by id should reject missing auth","","2026-08-24","passed","2026-08-24","Exhaustive Tests for admin_package-advertisements","","",""
"","504","TC-02: Should login successfully via OTP for salon","","2026-08-24","passed","2026-08-24","User Login (OTP Flow) API Tests","","",""
"","189","TC-UL-03 [NEGATIVE] Non-existent user email → not 200","","2026-08-24","passed","2026-08-24","📱 User Mobile Login — Full Tests","","",""
"","248","WEB_ADMIN-15-POS-PERF: [Positive/Perf] Create Admin should respond under 2000ms","","2026-08-24","passed","2026-08-24","Exhaustive Tests for web_admin","","",""
"","237","ADMIN_CONTACT_US-1-SEC-SQL: [Security] Get all contact us messages should handle SQL injection safely","","2026-08-24","passed","2026-08-24","Exhaustive Tests for admin_contact_us","","",""
"","219","TC-OVERVIEW-RBAC: Normal user access Salon Statistics → 403","","2026-08-24","passed","2026-08-24","📊 Admin / Overview","","",""
"","193","TC-03: Should fail with missing required message field","","2026-08-24","passed","2026-08-24","Contact Us API Tests","","",""
"","192","TC-L-RV-04 [ERROR-MSG] Error response has message field","","2026-08-24","passed","2026-08-24","📊 Admin Login — Response Validation","","",""
"","272","TC-05: Should get single salon by ID","","2026-08-24","passed","2026-08-24","Admin - Salon CRUD Tests","","",""
"","236","TC-SS-04 [NEGATIVE] Create service missing required fields → not 200","","2026-08-24","passed","2026-08-24","💇 Salon Services — Tests","","",""
"","190","WEB_ADMIN-76-NEG-AUTH: [Negative/Auth] Update service should reject missing auth","","2026-08-24","passed","2026-08-24","Exhaustive Tests for web_admin","","",""
"","238","TC-16: Should create new salon package","","2026-08-24","passed","2026-08-24","Web Salon Packages Tests","","",""
"","311","TC-SALON-06: Admin list deleted salons","","2026-08-24","passed","2026-08-24","💇 Salons","","",""
"","420","WEB_ADMIN-63-POS-PERF: [Positive/Perf] Export categories should respond under 2000ms","","2026-08-24","passed","2026-08-24","Exhaustive Tests for web_admin","","",""
"","469","TC-ADMIN-ORDER-CART-SEC-sqlInjection3: Admin list carts SQLi/XSS in limit (SQLi Dropper)","","2026-08-24","passed","2026-08-24","📦 Orders, Addresses & Disputes","","",""
"","191","ADMIN_ADVERTISEMENTS-4-POS-PERF: [Positive/Perf] Update advertisement should respond under 2000ms","","2026-08-24","passed","2026-08-24","Exhaustive Tests for admin_advertisements","","",""
"","193","TC-06: Should get terms & conditions page","","2026-08-24","passed","2026-08-24","Pages API Tests","","",""
"","189","ORDERS_CANCEL-1-NEG-AUTH: [Negative/Auth] Cancel an order should reject missing auth","","2026-08-24","passed","2026-08-24","Exhaustive Tests for orders_cancel","","",""
"","193","ADMIN_ADVERTISEMENTS-3-POS-PERF: [Positive/Perf] Get advertisement by id should respond under 2000ms","","2026-08-24","passed","2026-08-24","Exhaustive Tests for admin_advertisements","","",""
"","191","WEB_ADMIN-72-NEG-AUTH: [Negative/Auth] Delete service type should reject missing auth","","2026-08-24","passed","2026-08-24","Exhaustive Tests for web_admin","","",""
"","192","TC-LOC-03: Get states filtered by country_id","","2026-08-24","passed","2026-08-24","🌍 Locations","","",""
"","238","TC-SS-SEC-SQL-2 [SECURITY] SQL inject service name: ""' OR 1=1--""","","2026-08-24","passed","2026-08-24","💇 Salon Services — Tests","","",""
"","221","TC-05: Should get admin notifications live feed","","2026-08-24","passed","2026-08-24","Admin Notifications Tests","","",""
"","188","WEB_SALON-17-NEG-AUTH: [Negative/Auth] Restore a deleted offer should reject missing auth","","2026-08-24","passed","2026-08-24","Exhaustive Tests for web_salon","","",""
"","188","TC-RBAC-IT-08 [INVALID-TOKEN] XSS payload in Bearer header → not 500","","2026-08-24","passed","2026-08-24","❌ Invalid Token Variants → 401 on Protected Endpoints","","",""
"","194","TC-ARCH-03: [Fuzzing] Using incorrect HTTP method (DELETE on a GET endpoint)","","2026-08-24","passed","2026-08-24","Advanced Architectural Tests (Controlled)","","",""
"","196","TC-04: Should get list of cities","","2026-08-24","passed","2026-08-24","Cities API Tests","","",""
"","190","TC-ART-02 [NEGATIVE] Invalid admin refresh token → not 200","","2026-08-24","passed","2026-08-24","❌ Admin Refresh Token — Negative Tests","","",""
"","632","TC-SRH-10 [VALID] Filter orders by date range → not 500","","2026-08-24","passed","2026-08-24","🔍 Search & Filter Tests","","",""
"","255","TC-10: Should get list of roles","","2026-08-24","passed","2026-08-24","Admin - Roles Management Tests","","",""
"","273","WEB_ADMIN-121-BND-PAG: [Boundary] Get Today Overview should handle extreme pagination","","2026-08-24","passed","2026-08-24","Exhaustive Tests for web_admin","","",""
"","191","TC-AUTH-REG-VAL-nullValue: Send OTP with invalid phone (Null Value)","","2026-08-24","passed","2026-08-24","🔐 Auth - User Auth","","",""
"","194","TC-SALON-OFF-02: Restore offer","","2026-08-24","passed","2026-08-24","Salon Offers Management","","",""
"","3","TC-03: Should get single ad","","2026-08-24","passed","2026-08-24","Admin - Advertisements Tests","","",""
"","233","WEB_ADMIN-40-BND-PAG: [Boundary] Get a salon by ID should handle extreme pagination","","2026-08-24","passed","2026-08-24","Exhaustive Tests for web_admin","","",""
"","190","TC-LOC-STATES-SEC-noSqlInjection2: Get states with SQLi/XSS in country_id (NoSQLi Greater Than)","","2026-08-24","passed","2026-08-24","🌍 Locations","","",""
"","259","WEB_ADMIN-16-POS-PERF: [Positive/Perf] Get Admin Profile should respond under 2000ms","","2026-08-24","passed","2026-08-24","Exhaustive Tests for web_admin","","",""
"","193","TC-VC-SEC-SQLC-03 [SECURITY] SQL inject code: ""'; DROP TABLE users;--""","","2026-08-24","passed","2026-08-24","🛡️ Verify Code — Security Tests","","",""
"","320","SALON_ORDERS-4-SEC-SQL: [Security] Accept an order should handle SQL injection safely","","2026-08-24","passed","2026-08-24","Exhaustive Tests for salon_orders","","",""
"","223","TC-04: Should get salon statistics","","2026-08-24","passed","2026-08-24","Admin Overview Dashboard Tests","","",""
"","296","ADMIN_PROMOCODES-1-SEC-SQL: [Security] List all promocodes (paginated) should handle SQL injection safely","","2026-08-24","passed","2026-08-24","Exhaustive Tests for admin_promocodes","","",""
"","211","TC-PAGE-CREATE-SEC-xssBasic: Admin create page SQLi/XSS (XSS Basic Script)","","2026-08-24","passed","2026-08-24","📝 Content Management (Blogs, Pages, FAQs, Privacy Policy)","","",""
"","331","WEB_ADMIN-123-POS-PERF: [Positive/Perf] Get Sales Report should respond under 2000ms","","2026-08-24","passed","2026-08-24","Exhaustive Tests for web_admin","","",""
"","313","SALON_ORDERS-1-SEC-SQL: [Security] List salon orders should handle SQL injection safely","","2026-08-24","passed","2026-08-24","Exhaustive Tests for salon_orders","","",""
"","1422","TC-FP-SEC-BF [SECURITY] 5 rapid forgot-pw requests — no 500","","2026-08-24","passed","2026-08-24","🛡️ Forgot Password — Security Tests","","",""
"","196","TC-VC-BV-02 [BOUNDARY] Very long phone (30 digits) → not 200 / not 500","","2026-08-24","passed","2026-08-24","📏 Verify Code — Boundary Values","","",""
"","277","TC-CARD-07 [POSITIVE] Restore deleted card → 200","","2026-08-24","passed","2026-08-24","💳 Cards API — Lifecycle & Integration Tests","","",""
"","198","TC-SEC-SQL-LOGIN-01 SQL inject admin login email: ""' OR '1'='1""","","2026-08-24","passed","2026-08-24","💉 SQL Injection Tests — All Key Input Points","","",""
